Respondent ID,Collector ID,Start_Date,End_Date,Consent,Age,Gender,Continent,Highest_Education,SES,Social_media_used_most,Hours_use,Seen_vaccines_post,SM_influence,Trust_most,MMR_autism,Disease_rare,Parents_decide,Neurological_problems,Handle_multiple,CDC_not_trustworthy,Follow_recommendation,Vaccine_risk,Measles_efficacy,Avoid_death,Data_publicity,Protect_immunocompromised
10165604857,215297112,8/16/18 21:51,8/16/18 21:54,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165603219,214745505,8/16/18 21:49,8/16/18 21:51,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165602343,214745505,8/16/18 21:48,8/16/18 22:18,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, Other",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is NOT true,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165600453,214745505,8/16/18 21:47,8/16/18 21:49,"I agree to consent, data use, and terms listed above.",45-54,Male,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165599194,215297112,8/16/18 21:45,8/16/18 21:48,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Associates Degree (2 year college/university degree),Lower Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165599059,215297906,8/16/18 21:45,8/16/18 21:47,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, Other",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165598570,214745505,8/16/18 21:45,8/16/18 21:47,"I agree to consent, data use, and terms listed above.",65+,Female,"North America, United States",Master's Degree,Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165597212,214745505,8/16/18 21:43,8/16/18 21:45,"I agree to consent, data use, and terms listed above.",45-54,Female,Asia,Bachelor Degree (4 year college/university degree),Upper Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165596628,215297112,8/16/18 21:43,8/16/18 21:45,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165595112,214745505,8/16/18 21:41,8/16/18 21:43,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165594555,214745505,8/16/18 21:41,8/16/18 21:44,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, Other",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165593402,214745505,8/16/18 21:40,8/16/18 21:43,"I agree to consent, data use, and terms listed above.",45-54,Male,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165590730,214745505,8/16/18 21:37,8/16/18 21:40,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States","Professional/Doctoral Degree (PhD, MD, DC etc..)",Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165590298,215297112,8/16/18 21:37,8/16/18 21:39,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165587724,215297112,8/16/18 21:34,8/16/18 21:38,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Family,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is NOT true,I am unsure,I believe this is true,I am unsure,I am unsure,I believe this is NOT true
10165586652,214745505,8/16/18 21:33,8/16/18 21:36,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165584941,214745505,8/16/18 21:32,8/16/18 21:35,"I agree to consent, data use, and terms listed above.",25-34,Female,Australia/ Oceania,Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165584187,214745505,8/16/18 21:31,8/16/18 21:34,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I am unsure,I believe this is true,I believe this is true
10165584164,214745505,8/16/18 21:31,8/16/18 21:34,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165583283,214745505,8/16/18 21:30,8/16/18 21:32,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165581024,214745505,8/16/18 21:27,8/16/18 21:33,"I agree to consent, data use, and terms listed above.",25-34,Male,Australia/ Oceania,Master's Degree,Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165580582,214745505,8/16/18 21:27,8/16/18 21:30,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165580110,215297112,8/16/18 21:27,8/16/18 21:30,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,No,NOT influenced my opinion on vaccines,Doctors,I am unsure,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is true
10165579535,214745505,8/16/18 21:26,8/16/18 21:30,"I agree to consent, data use, and terms listed above.",35-44,Female,Australia/ Oceania,Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165579397,214745505,8/16/18 21:26,8/16/18 21:29,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Associates Degree (2 year college/university degree),Lower Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165577851,215297906,8/16/18 21:25,8/16/18 21:27,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, Other",Master's Degree,Middle Class,Instagram,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165576659,214745505,8/16/18 21:24,8/16/18 21:26,"I agree to consent, data use, and terms listed above.",35-44,Other / Prefer not to answer,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165576589,214745505,8/16/18 21:24,8/16/18 21:27,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165575894,214745505,8/16/18 21:23,8/16/18 21:25,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165575678,215297112,8/16/18 21:23,8/16/18 21:25,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165575012,214745505,8/16/18 21:22,8/16/18 21:24,"I agree to consent, data use, and terms listed above.",55-64,Male,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165574384,215297112,8/16/18 21:22,8/16/18 21:23,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165573150,214745505,8/16/18 21:20,8/16/18 21:23,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165568107,215297112,8/16/18 21:16,8/16/18 21:19,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I believe this is true,I believe this is true,I am unsure,I am unsure,I am unsure,I believe this is true,I believe this is true
10165567973,214745505,8/16/18 21:15,8/16/18 21:18,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, Other",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165567553,215297112,8/16/18 21:15,8/16/18 21:17,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Instagram,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165567517,214745505,8/16/18 21:15,8/16/18 21:17,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Twitter,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165567421,214745505,8/16/18 21:15,8/16/18 21:17,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Master's Degree,Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165566887,214745505,8/16/18 21:14,8/16/18 21:17,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165565605,215297112,8/16/18 21:09,8/16/18 21:16,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165565104,215297906,8/16/18 21:12,8/16/18 21:19,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, Other","Professional/Doctoral Degree (PhD, MD, DC etc..)",Upper Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165561077,214745505,8/16/18 21:09,8/16/18 21:11,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, Other",Master's Degree,Middle Class,Facebook,3-4,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165558448,214745505,8/16/18 21:06,8/16/18 21:09,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Master's Degree,Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165556842,215297112,8/16/18 21:05,8/16/18 21:07,"I agree to consent, data use, and terms listed above.",45-54,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Upper Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165553938,215297112,8/16/18 21:02,8/16/18 21:10,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",High school (grade level 9-12/13),Middle Class,Facebook,0-2,No,NOT influenced my opinion on vaccines,Doctors,I believe this is true,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I am unsure,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true
10165552747,214745505,8/16/18 21:01,8/16/18 21:04,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Lower Class,Instagram,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165549602,215297112,8/16/18 20:59,8/16/18 21:00,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Twitter,5-6,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165547582,214745505,8/16/18 20:57,8/16/18 20:59,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165545287,215297112,8/16/18 20:55,8/16/18 20:58,"I agree to consent, data use, and terms listed above.",18-24,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Twitter,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165543351,214745505,8/16/18 20:53,8/16/18 20:55,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165541427,214745505,8/16/18 20:51,8/16/18 20:54,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165541372,214745505,8/16/18 20:51,8/16/18 20:54,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, Other",High school (grade level 9-12/13),Lower Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165540397,214745505,8/16/18 20:50,8/16/18 20:54,"I agree to consent, data use, and terms listed above.",55-64,Female,Australia/ Oceania,Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165539996,214745505,8/16/18 20:50,8/16/18 20:53,"I agree to consent, data use, and terms listed above.",18-24,Female,Australia/ Oceania,High school (grade level 9-12/13),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165537473,214745505,8/16/18 20:48,8/16/18 20:51,"I agree to consent, data use, and terms listed above.",35-44,Female,Australia/ Oceania,Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165536607,214745505,8/16/18 20:47,8/16/18 20:49,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Associates Degree (2 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165536445,214745505,8/16/18 20:47,8/16/18 20:49,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165535261,215297906,8/16/18 20:46,8/16/18 20:50,"I agree to consent, data use, and terms listed above.",25-34,Male,"North America, Other",High school (grade level 9-12/13),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165534045,215297112,8/16/18 20:45,8/16/18 20:48,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is true
10165533048,215297112,8/16/18 20:42,8/16/18 20:47,"I agree to consent, data use, and terms listed above.",25-34,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I am unsure,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165531213,214745505,8/16/18 20:43,8/16/18 21:07,"I agree to consent, data use, and terms listed above.",35-44,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,Influenced my opinion on vaccines (vaccines are better then I thought previously),Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is NOT true,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true,I believe this is true,I believe this is true
10165528958,214745505,8/16/18 20:41,8/16/18 20:45,"I agree to consent, data use, and terms listed above.",35-44,Other / Prefer not to answer,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,3-4,Yes,NOT influenced my opinion on vaccines,Doctors,I believe this is NOT true,I believe this is NOT true,I believe this is true,I am unsure,I believe this is NOT true,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I am unsure,I believe this is true
10165528131,215297112,8/16/18 20:40,8/16/18 20:44,"I agree to consent, data use, and terms listed above.",55-64,Female,"North America, United States",Bachelor Degree (4 year college/university degree),Middle Class,Facebook,0-2,Yes,NOT influenced my opinion on vaccines,Internet,I am unsure,I am unsure,I believe this is true,I believe this is true,I believe this is true,I believe this is true,I believe this is NOT true,I believe this is NOT true,I am unsure,I am unsure,I am unsure,I am unsure
